Time (sec),Usl(m/s),Usg(m/s),Vf,bins,Freq.,PDF,Hl
55.4,0.05,0.047,0.1108,0,0,0,0.8892
55.405,0.05,0.047,0.1064,0,0,0,0.8936
55.41,0.05,0.047,0.1033,0,0,0,0.8967
55.415,0.05,0.047,0.1014,0,0,0,0.8986
55.42,0.05,0.047,0.1002,0,0,0,0.8998
55.425,0.05,0.047,0.098,0,0,0,0.902
55.43,0.05,0.047,0.0995,0,0,0,0.9005
55.435,0.05,0.047,0.0972,0,0,0,0.9028
55.44,0.05,0.047,0.0974,0,0,0,0.9026
55.445,0.05,0.047,0.0962,0,0,0,0.9038
55.45,0.05,0.047,0.0976,0,0,0,0.9024
55.455,0.05,0.047,0.0967,0,0,0,0.9033
55.46,0.05,0.047,0.0984,0,0,0,0.9016
55.465,0.05,0.047,0.0972,0,0,0,0.9028
55.47,0.05,0.047,0.0984,0,0,0,0.9016
55.475,0.05,0.047,0.098,0,0,0,0.902
55.48,0.05,0.047,0.0981,0,0,0,0.9019
55.485,0.05,0.047,0.0969,0,0,0,0.9031
55.49,0.05,0.047,0.0973,0,0,0,0.9027
55.495,0.05,0.047,0.0962,0,0,0,0.9038
55.5,0.05,0.047,0.0978,0,0,0,0.9022
55.505,0.05,0.047,0.0988,0,0,0,0.9012
55.51,0.05,0.047,0.0982,0,0,0,0.9018
55.515,0.05,0.047,0.0976,0,0,0,0.9024
55.52,0.05,0.047,0.0976,0,0,0,0.9024
55.525,0.05,0.047,0.0983,0,0,0,0.9017
55.53,0.05,0.047,0.1001,0,0,0,0.8999
55.535,0.05,0.047,0.1004,0,0,0,0.8996
55.54,0.05,0.047,0.1035,0,0,0,0.8965
55.545,0.05,0.047,0.105,0,0,0,0.895
55.55,0.05,0.047,0.1078,0,0,0,0.8922
55.555,0.05,0.047,0.1094,0,0,0,0.8906
55.56,0.05,0.047,0.1123,0,0,0,0.8877
55.565,0.05,0.047,0.1127,0,0,0,0.8873
55.57,0.05,0.047,0.1143,0,0,0,0.8857
55.575,0.05,0.047,0.1122,0,0,0,0.8878
55.58,0.05,0.047,0.1126,0,0,0,0.8874
55.585,0.05,0.047,0.1109,0,0,0,0.8891
55.59,0.05,0.047,0.1096,0,0,0,0.8904
55.595,0.05,0.047,0.1049,0,0,0,0.8951
55.6,0.05,0.047,0.103,0,0,0,0.897
55.605,0.05,0.047,0.1006,0,0,0,0.8994
55.61,0.05,0.047,0.099,0,0,0,0.901
55.615,0.05,0.047,0.096,0,0,0,0.904
55.62,0.05,0.047,0.0963,0,0,0,0.9037
55.625,0.05,0.047,0.094,0,0,0,0.906
55.63,0.05,0.047,0.0941,0,0,0,0.9059
55.635,0.05,0.047,0.0923,0,0,0,0.9077
55.64,0.05,0.047,0.0934,0,0,0,0.9066
55.645,0.05,0.047,0.0928,0,0,0,0.9072
55.65,0.05,0.047,0.0937,0,0,0,0.9063
55.655,0.05,0.047,0.0934,0,0,0,0.9066
55.66,0.05,0.047,0.0967,0,0,0,0.9033
55.665,0.05,0.047,0.0975,0,0,0,0.9025
55.67,0.05,0.047,0.0988,0,0,0,0.9012
55.675,0.05,0.047,0.0987,0,0,0,0.9013
55.68,0.05,0.047,0.102,0,0,0,0.898
55.685,0.05,0.047,0.1021,0,0,0,0.8979
55.69,0.05,0.047,0.1041,0,0,0,0.8959
55.695,0.05,0.047,0.1044,0,0,0,0.8956
55.7,0.05,0.047,0.1087,0,0,0,0.8913
55.705,0.05,0.047,0.1108,0,0,0,0.8892
55.71,0.05,0.047,0.1154,0,0,0,0.8846
55.715,0.05,0.047,0.1199,0,0,0,0.8801
55.72,0.05,0.047,0.1285,0,0,0,0.8715
55.725,0.05,0.047,0.1365,0,0,0,0.8635
55.73,0.05,0.047,0.1484,0,0,0,0.8516
55.735,0.05,0.047,0.159,0,0,0,0.841
55.74,0.05,0.047,0.1778,0,0,0,0.8222
55.745,0.05,0.047,0.1941,0,0,0,0.8059
55.75,0.05,0.047,0.2154,0,0,0,0.7846
55.755,0.05,0.047,0.2359,0,0,0,0.7641
55.76,0.05,0.047,0.262,0,0,0,0.738
55.765,0.05,0.047,0.2835,0,0,0,0.7165
55.77,0.05,0.047,0.3048,0,0,0,0.6952
55.775,0.05,0.047,0.324,0,0,0,0.676
55.78,0.05,0.047,0.3437,0,0,0,0.6563
55.785,0.05,0.047,0.3575,0,0,0,0.6425
55.79,0.05,0.047,0.3685,0,0,0,0.6315
55.795,0.05,0.047,0.3726,0,0,0,0.6274
55.8,0.05,0.047,0.374,0,0,0,0.626
55.805,0.05,0.047,0.3689,0,0,0,0.6311
55.81,0.05,0.047,0.3598,0,0,0,0.6402
55.815,0.05,0.047,0.3456,0,0,0,0.6544
55.82,0.05,0.047,0.3296,0,0,0,0.6704
55.825,0.05,0.047,0.3084,0,0,0,0.6916
55.83,0.05,0.047,0.2869,0,0,0,0.7131
55.835,0.05,0.047,0.2633,0,0,0,0.7367
55.84,0.05,0.047,0.2382,0,0,0,0.7618
55.845,0.05,0.047,0.2151,0,0,0,0.7849
55.85,0.05,0.047,0.1967,0,0,0,0.8033
55.855,0.05,0.047,0.1762,0,0,0,0.8238
55.86,0.05,0.047,0.1595,0,0,0,0.8405
55.865,0.05,0.047,0.1418,0,0,0,0.8582
55.87,0.05,0.047,0.1315,0,0,0,0.8685
55.875,0.05,0.047,0.1204,0,0,0,0.8796
55.88,0.05,0.047,0.1139,0,0,0,0.8861
55.885,0.05,0.047,0.1092,0,0,0,0.8908
55.89,0.05,0.047,0.1085,0,0,0,0.8915
55.895,0.05,0.047,0.1061,0,0,0,0.8939
55.9,0.05,0.047,0.107,0,0,0,0.893
55.905,0.05,0.047,0.1037,0,0,0,0.8963
55.91,0.05,0.047,0.1033,0,0,0,0.8967
55.915,0.05,0.047,0.0997,0,0,0,0.9003
55.92,0.05,0.047,0.0977,0,0,0,0.9023
55.925,0.05,0.047,0.0935,0,0,0,0.9065
55.93,0.05,0.047,0.0933,0,0,0,0.9067
55.935,0.05,0.047,0.0928,0,0,0,0.9072
55.94,0.05,0.047,0.0935,0,0,0,0.9065
55.945,0.05,0.047,0.0917,0,0,0,0.9083
55.95,0.05,0.047,0.0925,0,0,0,0.9075
55.955,0.05,0.047,0.0911,0,0,0,0.9089
55.96,0.05,0.047,0.093,0,0,0,0.907
55.965,0.05,0.047,0.0915,0,0,0,0.9085
55.97,0.05,0.047,0.091,0,0,0,0.909
55.975,0.05,0.047,0.0891,0,0,0,0.9109
55.98,0.05,0.047,0.0905,0,0,0,0.9095
55.985,0.05,0.047,0.0877,0,0,0,0.9123
55.99,0.05,0.047,0.0875,0,0,0,0.9125
55.995,0.05,0.047,0.0839,0,0,0,0.9161
56,0.05,0.047,0.0845,0,0,0,0.9155
56.005,0.05,0.047,0.0824,0,0,0,0.9176
56.01,0.05,0.047,0.0846,0,0,0,0.9154
56.015,0.05,0.047,0.0836,0,0,0,0.9164
56.02,0.05,0.047,0.0838,0,0,0,0.9162
56.025,0.05,0.047,0.0819,0,0,0,0.9181
56.03,0.05,0.047,0.0831,0,0,0,0.9169
56.035,0.05,0.047,0.0816,0,0,0,0.9184
56.04,0.05,0.047,0.0819,0,0,0,0.9181
56.045,0.05,0.047,0.0797,0,0,0,0.9203
56.05,0.05,0.047,0.0811,0,0,0,0.9189
56.055,0.05,0.047,0.0792,0,0,0,0.9208
56.06,0.05,0.047,0.0815,0,0,0,0.9185
56.065,0.05,0.047,0.0797,0,0,0,0.9203
56.07,0.05,0.047,0.0819,0,0,0,0.9181
56.075,0.05,0.047,0.0816,0,0,0,0.9184
56.08,0.05,0.047,0.0832,0,0,0,0.9168
56.085,0.05,0.047,0.0816,0,0,0,0.9184
56.09,0.05,0.047,0.084,0,0,0,0.916
56.095,0.05,0.047,0.0834,0,0,0,0.9166
56.1,0.05,0.047,0.0854,0,0,0,0.9146
56.105,0.05,0.047,0.085,0,0,0,0.915
56.11,0.05,0.047,0.0885,0,0,0,0.9115
56.115,0.05,0.047,0.0877,0,0,0,0.9123
56.12,0.05,0.047,0.0905,0,0,0,0.9095
56.125,0.05,0.047,0.0905,0,0,0,0.9095
56.13,0.05,0.047,0.0932,0,0,0,0.9068
56.135,0.05,0.047,0.0935,0,0,0,0.9065
56.14,0.05,0.047,0.0962,0,0,0,0.9038
56.145,0.05,0.047,0.0963,0,0,0,0.9037
56.15,0.05,0.047,0.1002,0,0,0,0.8998
56.155,0.05,0.047,0.1018,0,0,0,0.8982
56.16,0.05,0.047,0.1084,0,0,0,0.8916
56.165,0.05,0.047,0.1142,0,0,0,0.8858
56.17,0.05,0.047,0.124,0,0,0,0.876
56.175,0.05,0.047,0.1349,0,0,0,0.8651
56.18,0.05,0.047,0.152,0,0,0,0.848
56.185,0.05,0.047,0.1694,0,0,0,0.8306
56.19,0.05,0.047,0.1927,0,0,0,0.8073
56.195,0.05,0.047,0.215,0,0,0,0.785
56.2,0.05,0.047,0.2443,0,0,0,0.7557
56.205,0.05,0.047,0.2699,0,0,0,0.7301
56.21,0.05,0.047,0.2983,0,0,0,0.7017
56.215,0.05,0.047,0.3231,0,0,0,0.6769
56.22,0.05,0.047,0.3501,0,0,0,0.6499
56.225,0.05,0.047,0.3734,0,0,0,0.6266
56.23,0.05,0.047,0.3959,0,0,0,0.6041
56.235,0.05,0.047,0.4128,0,0,0,0.5872
56.24,0.05,0.047,0.4293,0,0,0,0.5707
56.245,0.05,0.047,0.4398,0,0,0,0.5602
56.25,0.05,0.047,0.4479,0,0,0,0.5521
56.255,0.05,0.047,0.4503,0,0,0,0.5497
56.26,0.05,0.047,0.4528,0,0,0,0.5472
56.265,0.05,0.047,0.4476,0,0,0,0.5524
56.27,0.05,0.047,0.4394,0,0,0,0.5606
56.275,0.05,0.047,0.4246,0,0,0,0.5754
56.28,0.05,0.047,0.4062,0,0,0,0.5938
56.285,0.05,0.047,0.3867,0,0,0,0.6133
56.29,0.05,0.047,0.365,0,0,0,0.635
56.295,0.05,0.047,0.3368,0,0,0,0.6632
56.3,0.05,0.047,0.3095,0,0,0,0.6905
56.305,0.05,0.047,0.2786,0,0,0,0.7214
56.31,0.05,0.047,0.2521,0,0,0,0.7479
56.315,0.05,0.047,0.2256,0,0,0,0.7744
56.32,0.05,0.047,0.2036,0,0,0,0.7964
56.325,0.05,0.047,0.1873,0,0,0,0.8127
56.33,0.05,0.047,0.1789,0,0,0,0.8211
56.335,0.05,0.047,0.168,0,0,0,0.832
56.34,0.05,0.047,0.1594,0,0,0,0.8406
56.345,0.05,0.047,0.1495,0,0,0,0.8505
56.35,0.05,0.047,0.1449,0,0,0,0.8551
56.355,0.05,0.047,0.14,0,0,0,0.86
56.36,0.05,0.047,0.1402,0,0,0,0.8598
56.365,0.05,0.047,0.1369,0,0,0,0.8631
56.37,0.05,0.047,0.1344,0,0,0,0.8656
56.375,0.05,0.047,0.1275,0,0,0,0.8725
56.38,0.05,0.047,0.1233,0,0,0,0.8767
56.385,0.05,0.047,0.119,0,0,0,0.881
56.39,0.05,0.047,0.1224,0,0,0,0.8776
56.395,0.05,0.047,0.1222,0,0,0,0.8778
56.4,0.05,0.047,0.1243,0,0,0,0.8757
56.405,0.05,0.047,0.1247,0,0,0,0.8753
56.41,0.05,0.047,0.1258,0,0,0,0.8742
56.415,0.05,0.047,0.1196,0,0,0,0.8804
56.42,0.05,0.047,0.1145,0,0,0,0.8855
56.425,0.05,0.047,0.1044,0,0,0,0.8956
56.43,0.05,0.047,0.0999,0,0,0,0.9001
56.435,0.05,0.047,0.0943,0,0,0,0.9057
56.44,0.05,0.047,0.0943,0,0,0,0.9057
56.445,0.05,0.047,0.0931,0,0,0,0.9069
56.45,0.05,0.047,0.0949,0,0,0,0.9051
56.455,0.05,0.047,0.0938,0,0,0,0.9062
56.46,0.05,0.047,0.0952,0,0,0,0.9048
56.465,0.05,0.047,0.0934,0,0,0,0.9066
56.47,0.05,0.047,0.0955,0,0,0,0.9045
56.475,0.05,0.047,0.0947,0,0,0,0.9053
56.48,0.05,0.047,0.0964,0,0,0,0.9036
56.485,0.05,0.047,0.0947,0,0,0,0.9053
56.49,0.05,0.047,0.0954,0,0,0,0.9046
56.495,0.05,0.047,0.0933,0,0,0,0.9067
56.5,0.05,0.047,0.0932,0,0,0,0.9068
56.505,0.05,0.047,0.0893,0,0,0,0.9107
56.51,0.05,0.047,0.089,0,0,0,0.911
56.515,0.05,0.047,0.0858,0,0,0,0.9142
56.52,0.05,0.047,0.086,0,0,0,0.914
56.525,0.05,0.047,0.0844,0,0,0,0.9156
56.53,0.05,0.047,0.0858,0,0,0,0.9142
56.535,0.05,0.047,0.0841,0,0,0,0.9159
56.54,0.05,0.047,0.0862,0,0,0,0.9138
56.545,0.05,0.047,0.0856,0,0,0,0.9144
56.55,0.05,0.047,0.0872,0,0,0,0.9128
56.555,0.05,0.047,0.0873,0,0,0,0.9127
56.56,0.05,0.047,0.0897,0,0,0,0.9103
56.565,0.05,0.047,0.0883,0,0,0,0.9117
56.57,0.05,0.047,0.0902,0,0,0,0.9098
56.575,0.05,0.047,0.0882,0,0,0,0.9118
56.58,0.05,0.047,0.0885,0,0,0,0.9115
56.585,0.05,0.047,0.088,0,0,0,0.912
56.59,0.05,0.047,0.0879,0,0,0,0.9121
56.595,0.05,0.047,0.0862,0,0,0,0.9138
56.6,0.05,0.047,0.0883,0,0,0,0.9117
56.605,0.05,0.047,0.0868,0,0,0,0.9132
56.61,0.05,0.047,0.0879,0,0,0,0.9121
56.615,0.05,0.047,0.0872,0,0,0,0.9128
56.62,0.05,0.047,0.0886,0,0,0,0.9114
56.625,0.05,0.047,0.0874,0,0,0,0.9126
56.63,0.05,0.047,0.0885,0,0,0,0.9115
56.635,0.05,0.047,0.0879,0,0,0,0.9121
56.64,0.05,0.047,0.0895,0,0,0,0.9105
56.645,0.05,0.047,0.0894,0,0,0,0.9106
56.65,0.05,0.047,0.0914,0,0,0,0.9086
56.655,0.05,0.047,0.089,0,0,0,0.911
56.66,0.05,0.047,0.091,0,0,0,0.909
56.665,0.05,0.047,0.09,0,0,0,0.91
56.67,0.05,0.047,0.0913,0,0,0,0.9087
56.675,0.05,0.047,0.0909,0,0,0,0.9091
56.68,0.05,0.047,0.0935,0,0,0,0.9065
56.685,0.05,0.047,0.0928,0,0,0,0.9072
56.69,0.05,0.047,0.0951,0,0,0,0.9049
56.695,0.05,0.047,0.0938,0,0,0,0.9062
56.7,0.05,0.047,0.0951,0,0,0,0.9049
56.705,0.05,0.047,0.0945,0,0,0,0.9055
56.71,0.05,0.047,0.0964,0,0,0,0.9036
56.715,0.05,0.047,0.0943,0,0,0,0.9057
56.72,0.05,0.047,0.0966,0,0,0,0.9034
56.725,0.05,0.047,0.0958,0,0,0,0.9042
56.73,0.05,0.047,0.0974,0,0,0,0.9026
56.735,0.05,0.047,0.0954,0,0,0,0.9046
56.74,0.05,0.047,0.0979,0,0,0,0.9021
56.745,0.05,0.047,0.0971,0,0,0,0.9029
56.75,0.05,0.047,0.0981,0,0,0,0.9019
56.755,0.05,0.047,0.0977,0,0,0,0.9023
56.76,0.05,0.047,0.0986,0,0,0,0.9014
56.765,0.05,0.047,0.0976,0,0,0,0.9024
56.77,0.05,0.047,0.0995,0,0,0,0.9005
56.775,0.05,0.047,0.0979,0,0,0,0.9021
56.78,0.05,0.047,0.0994,0,0,0,0.9006
56.785,0.05,0.047,0.0988,0,0,0,0.9012
56.79,0.05,0.047,0.1003,0,0,0,0.8997
56.795,0.05,0.047,0.0991,0,0,0,0.9009
56.8,0.05,0.047,0.1005,0,0,0,0.8995
56.805,0.05,0.047,0.1008,0,0,0,0.8992
56.81,0.05,0.047,0.1023,0,0,0,0.8977
56.815,0.05,0.047,0.1009,0,0,0,0.8991
56.82,0.05,0.047,0.1031,0,0,0,0.8969
56.825,0.05,0.047,0.1023,0,0,0,0.8977
56.83,0.05,0.047,0.104,0,0,0,0.896
56.835,0.05,0.047,0.1017,0,0,0,0.8983
56.84,0.05,0.047,0.1045,0,0,0,0.8955
56.845,0.05,0.047,0.1034,0,0,0,0.8966
56.85,0.05,0.047,0.1044,0,0,0,0.8956
56.855,0.05,0.047,0.1038,0,0,0,0.8962
56.86,0.05,0.047,0.1055,0,0,0,0.8945
56.865,0.05,0.047,0.1058,0,0,0,0.8942
56.87,0.05,0.047,0.1075,0,0,0,0.8925
56.875,0.05,0.047,0.1067,0,0,0,0.8933
56.88,0.05,0.047,0.1078,0,0,0,0.8922
56.885,0.05,0.047,0.1074,0,0,0,0.8926
56.89,0.05,0.047,0.1087,0,0,0,0.8913
56.895,0.05,0.047,0.1068,0,0,0,0.8932
56.9,0.05,0.047,0.1086,0,0,0,0.8914
56.905,0.05,0.047,0.1083,0,0,0,0.8917
56.91,0.05,0.047,0.109,0,0,0,0.891
56.915,0.05,0.047,0.1085,0,0,0,0.8915
56.92,0.05,0.047,0.11,0,0,0,0.89
56.925,0.05,0.047,0.1081,0,0,0,0.8919
56.93,0.05,0.047,0.1095,0,0,0,0.8905
56.935,0.05,0.047,0.1072,0,0,0,0.8928
56.94,0.05,0.047,0.1095,0,0,0,0.8905
56.945,0.05,0.047,0.1085,0,0,0,0.8915
56.95,0.05,0.047,0.1089,0,0,0,0.8911
56.955,0.05,0.047,0.1075,0,0,0,0.8925
56.96,0.05,0.047,0.1076,0,0,0,0.8924
56.965,0.05,0.047,0.107,0,0,0,0.893
56.97,0.05,0.047,0.1068,0,0,0,0.8932
56.975,0.05,0.047,0.1053,0,0,0,0.8947
56.98,0.05,0.047,0.1055,0,0,0,0.8945
56.985,0.05,0.047,0.1035,0,0,0,0.8965
56.99,0.05,0.047,0.1056,0,0,0,0.8944
56.995,0.05,0.047,0.104,0,0,0,0.896
57,0.05,0.047,0.1053,0,0,0,0.8947
57.005,0.05,0.047,0.104,0,0,0,0.896
57.01,0.05,0.047,0.1048,0,0,0,0.8952
57.015,0.05,0.047,0.1041,0,0,0,0.8959
57.02,0.05,0.047,0.1058,0,0,0,0.8942
57.025,0.05,0.047,0.1057,0,0,0,0.8943
57.03,0.05,0.047,0.1071,0,0,0,0.8929
57.035,0.05,0.047,0.1067,0,0,0,0.8933
57.04,0.05,0.047,0.1084,0,0,0,0.8916
57.045,0.05,0.047,0.1079,0,0,0,0.8921
57.05,0.05,0.047,0.109,0,0,0,0.891
57.055,0.05,0.047,0.1079,0,0,0,0.8921
57.06,0.05,0.047,0.1091,0,0,0,0.8909
57.065,0.05,0.047,0.1073,0,0,0,0.8927
57.07,0.05,0.047,0.1082,0,0,0,0.8918
57.075,0.05,0.047,0.1067,0,0,0,0.8933
57.08,0.05,0.047,0.1089,0,0,0,0.8911
57.085,0.05,0.047,0.1063,0,0,0,0.8937
57.09,0.05,0.047,0.1081,0,0,0,0.8919
57.095,0.05,0.047,0.1067,0,0,0,0.8933
57.1,0.05,0.047,0.1089,0,0,0,0.8911
57.105,0.05,0.047,0.1085,0,0,0,0.8915
57.11,0.05,0.047,0.1114,0,0,0,0.8886
57.115,0.05,0.047,0.1131,0,0,0,0.8869
57.12,0.05,0.047,0.1189,0,0,0,0.8811
57.125,0.05,0.047,0.1227,0,0,0,0.8773
57.13,0.05,0.047,0.1322,0,0,0,0.8678
57.135,0.05,0.047,0.1417,0,0,0,0.8583
57.14,0.05,0.047,0.1564,0,0,0,0.8436
57.145,0.05,0.047,0.1717,0,0,0,0.8283
57.15,0.05,0.047,0.1913,0,0,0,0.8087
57.155,0.05,0.047,0.2115,0,0,0,0.7885
57.16,0.05,0.047,0.2384,0,0,0,0.7616
57.165,0.05,0.047,0.2598,0,0,0,0.7402
57.17,0.05,0.047,0.2851,0,0,0,0.7149
57.175,0.05,0.047,0.3081,0,0,0,0.6919
57.18,0.05,0.047,0.3334,0,0,0,0.6666
57.185,0.05,0.047,0.355,0,0,0,0.645
57.19,0.05,0.047,0.3766,0,0,0,0.6234
57.195,0.05,0.047,0.3937,0,0,0,0.6063
57.2,0.05,0.047,0.4116,0,0,0,0.5884
57.205,0.05,0.047,0.4213,0,0,0,0.5787
57.21,0.05,0.047,0.4294,0,0,0,0.5706
57.215,0.05,0.047,0.4274,0,0,0,0.5726
57.22,0.05,0.047,0.424,0,0,0,0.576
57.225,0.05,0.047,0.4155,0,0,0,0.5845
57.23,0.05,0.047,0.407,0,0,0,0.593
57.235,0.05,0.047,0.3951,0,0,0,0.6049
57.24,0.05,0.047,0.3812,0,0,0,0.6188
57.245,0.05,0.047,0.3632,0,0,0,0.6368
57.25,0.05,0.047,0.3455,0,0,0,0.6545
57.255,0.05,0.047,0.322,0,0,0,0.678
57.26,0.05,0.047,0.2961,0,0,0,0.7039
57.265,0.05,0.047,0.2652,0,0,0,0.7348
57.27,0.05,0.047,0.2348,0,0,0,0.7652
57.275,0.05,0.047,0.203,0,0,0,0.797
57.28,0.05,0.047,0.1749,0,0,0,0.8251
57.285,0.05,0.047,0.1533,0,0,0,0.8467
57.29,0.05,0.047,0.1396,0,0,0,0.8604
57.295,0.05,0.047,0.1262,0,0,0,0.8738
57.3,0.05,0.047,0.1174,0,0,0,0.8826
57.305,0.05,0.047,0.1072,0,0,0,0.8928
57.31,0.05,0.047,0.0997,0,0,0,0.9003
57.315,0.05,0.047,0.0927,0,0,0,0.9073
57.32,0.05,0.047,0.0892,0,0,0,0.9108
57.325,0.05,0.047,0.0864,0,0,0,0.9136
57.33,0.05,0.047,0.0871,0,0,0,0.9129
57.335,0.05,0.047,0.0848,0,0,0,0.9152
57.34,0.05,0.047,0.0866,0,0,0,0.9134
57.345,0.05,0.047,0.0876,0,0,0,0.9124
57.35,0.05,0.047,0.089,0,0,0,0.911
57.355,0.05,0.047,0.0886,0,0,0,0.9114
57.36,0.05,0.047,0.0907,0,0,0,0.9093
57.365,0.05,0.047,0.0907,0,0,0,0.9093
57.37,0.05,0.047,0.0926,0,0,0,0.9074
57.375,0.05,0.047,0.0921,0,0,0,0.9079
57.38,0.05,0.047,0.0935,0,0,0,0.9065
57.385,0.05,0.047,0.0937,0,0,0,0.9063
57.39,0.05,0.047,0.0952,0,0,0,0.9048
57.395,0.05,0.047,0.0941,0,0,0,0.9059
57.4,0.05,0.047,0.0948,0,0,0,0.9052
57.405,0.05,0.047,0.0938,0,0,0,0.9062
57.41,0.05,0.047,0.0942,0,0,0,0.9058
57.415,0.05,0.047,0.092,0,0,0,0.908
57.42,0.05,0.047,0.0936,0,0,0,0.9064
57.425,0.05,0.047,0.0914,0,0,0,0.9086
57.43,0.05,0.047,0.091,0,0,0,0.909
57.435,0.05,0.047,0.0901,0,0,0,0.9099
57.44,0.05,0.047,0.0895,0,0,0,0.9105
57.445,0.05,0.047,0.0876,0,0,0,0.9124
57.45,0.05,0.047,0.0885,0,0,0,0.9115
57.455,0.05,0.047,0.0853,0,0,0,0.9147
57.46,0.05,0.047,0.0842,0,0,0,0.9158
57.465,0.05,0.047,0.0819,0,0,0,0.9181
57.47,0.05,0.047,0.0833,0,0,0,0.9167
57.475,0.05,0.047,0.08,0,0,0,0.92
57.48,0.05,0.047,0.08,0,0,0,0.92
57.485,0.05,0.047,0.0792,0,0,0,0.9208
57.49,0.05,0.047,0.08,0,0,0,0.92
57.495,0.05,0.047,0.08,0,0,0,0.92
57.5,0.05,0.047,0.0807,0,0,0,0.9193
57.505,0.05,0.047,0.0806,0,0,0,0.9194
57.51,0.05,0.047,0.0816,0,0,0,0.9184
57.515,0.05,0.047,0.0817,0,0,0,0.9183
57.52,0.05,0.047,0.0837,0,0,0,0.9163
57.525,0.05,0.047,0.0842,0,0,0,0.9158
57.53,0.05,0.047,0.0857,0,0,0,0.9143
57.535,0.05,0.047,0.0853,0,0,0,0.9147
57.54,0.05,0.047,0.085,0,0,0,0.915
57.545,0.05,0.047,0.0833,0,0,0,0.9167
57.55,0.05,0.047,0.0829,0,0,0,0.9171
57.555,0.05,0.047,0.0818,0,0,0,0.9182
57.56,0.05,0.047,0.0839,0,0,0,0.9161
57.565,0.05,0.047,0.0821,0,0,0,0.9179
57.57,0.05,0.047,0.0815,0,0,0,0.9185
57.575,0.05,0.047,0.0802,0,0,0,0.9198
57.58,0.05,0.047,0.0806,0,0,0,0.9194
57.585,0.05,0.047,0.0795,0,0,0,0.9205
57.59,0.05,0.047,0.0802,0,0,0,0.9198
57.595,0.05,0.047,0.0799,0,0,0,0.9201
57.6,0.05,0.047,0.0806,0,0,0,0.9194
57.605,0.05,0.047,0.081,0,0,0,0.919
57.61,0.05,0.047,0.0813,0,0,0,0.9187
57.615,0.05,0.047,0.0817,0,0,0,0.9183
57.62,0.05,0.047,0.083,0,0,0,0.917
57.625,0.05,0.047,0.0827,0,0,0,0.9173
57.63,0.05,0.047,0.0838,0,0,0,0.9162
57.635,0.05,0.047,0.0827,0,0,0,0.9173
57.64,0.05,0.047,0.0843,0,0,0,0.9157
57.645,0.05,0.047,0.0833,0,0,0,0.9167
57.65,0.05,0.047,0.0851,0,0,0,0.9149
57.655,0.05,0.047,0.0845,0,0,0,0.9155
57.66,0.05,0.047,0.0848,0,0,0,0.9152
57.665,0.05,0.047,0.0855,0,0,0,0.9145
57.67,0.05,0.047,0.0865,0,0,0,0.9135
57.675,0.05,0.047,0.0867,0,0,0,0.9133
57.68,0.05,0.047,0.0873,0,0,0,0.9127
57.685,0.05,0.047,0.0868,0,0,0,0.9132
57.69,0.05,0.047,0.0871,0,0,0,0.9129
57.695,0.05,0.047,0.0873,0,0,0,0.9127
57.7,0.05,0.047,0.0876,0,0,0,0.9124
57.705,0.05,0.047,0.0871,0,0,0,0.9129
57.71,0.05,0.047,0.0867,0,0,0,0.9133
57.715,0.05,0.047,0.0866,0,0,0,0.9134
57.72,0.05,0.047,0.0868,0,0,0,0.9132
57.725,0.05,0.047,0.0865,0,0,0,0.9135
57.73,0.05,0.047,0.0873,0,0,0,0.9127
57.735,0.05,0.047,0.0884,0,0,0,0.9116
57.74,0.05,0.047,0.0892,0,0,0,0.9108
57.745,0.05,0.047,0.0895,0,0,0,0.9105
57.75,0.05,0.047,0.0901,0,0,0,0.9099
57.755,0.05,0.047,0.0911,0,0,0,0.9089
57.76,0.05,0.047,0.0922,0,0,0,0.9078
57.765,0.05,0.047,0.0929,0,0,0,0.9071
57.77,0.05,0.047,0.0949,0,0,0,0.9051
57.775,0.05,0.047,0.0965,0,0,0,0.9035
57.78,0.05,0.047,0.0999,0,0,0,0.9001
57.785,0.05,0.047,0.1041,0,0,0,0.8959
57.79,0.05,0.047,0.1099,0,0,0,0.8901
57.795,0.05,0.047,0.1163,0,0,0,0.8837
57.8,0.05,0.047,0.1262,0,0,0,0.8738
57.805,0.05,0.047,0.1361,0,0,0,0.8639
57.81,0.05,0.047,0.1483,0,0,0,0.8517
57.815,0.05,0.047,0.1621,0,0,0,0.8379
57.82,0.05,0.047,0.1778,0,0,0,0.8222
57.825,0.05,0.047,0.1971,0,0,0,0.8029
57.83,0.05,0.047,0.2183,0,0,0,0.7817
57.835,0.05,0.047,0.2398,0,0,0,0.7602
57.84,0.05,0.047,0.2651,0,0,0,0.7349
57.845,0.05,0.047,0.2856,0,0,0,0.7144
57.85,0.05,0.047,0.3067,0,0,0,0.6933
57.855,0.05,0.047,0.3273,0,0,0,0.6727
57.86,0.05,0.047,0.3463,0,0,0,0.6537
57.865,0.05,0.047,0.3625,0,0,0,0.6375
57.87,0.05,0.047,0.3776,0,0,0,0.6224
57.875,0.05,0.047,0.3898,0,0,0,0.6102
57.88,0.05,0.047,0.4022,0,0,0,0.5978
57.885,0.05,0.047,0.4107,0,0,0,0.5893
57.89,0.05,0.047,0.4198,0,0,0,0.5802
57.895,0.05,0.047,0.4255,0,0,0,0.5745
57.9,0.05,0.047,0.4311,0,0,0,0.5689
57.905,0.05,0.047,0.4313,0,0,0,0.5687
